run_id,machine_id,product_code,start_time,end_time,duration_hours,units_produced,units_defective,defect_rate,cycle_time_seconds,operator_id,efficiency_pct,scrap_cost
PR00203,M003,PART-0042,2024-01-23 06:00:00,2024-01-23 13:46:18,7.77,591,7,1.22,48.6,OP016,93.7,138.84
PR00204,M003,PART-0021,2024-04-13 02:00:00,2024-04-13 08:00:53,6.01,929,17,1.9,23.2,OP014,89.2,148.93
PR00205,M001,PART-0012,2024-04-21 12:00:00,2024-04-21 19:23:13,7.39,1051,44,4.28,26.7,OP017,75.3,879.6
PR00206,M005,PART-0004,2024-01-20 10:00:00,2024-01-20 19:33:45,9.56,1209,60,4.98,30.3,OP015,85.3,1166.49
PR00207,M008,PART-0038,2024-08-14 04:00:00,2024-08-14 12:37:49,8.63,896,4,0.51,35.0,OP014,83.2,83.54
PR00208,M004,PART-0004,2024-09-29 22:00:00,2024-09-30 08:44:33,10.74,688,6,0.97,57.1,OP002,88.8,102.26
PR00209,M004,PART-0012,2024-02-29 18:00:00,2024-03-01 00:58:57,6.98,937,34,3.63,22.6,OP006,79.8,731.09
PR00210,M003,PART-0049,2024-06-21 03:00:00,2024-06-21 06:13:25,3.22,485,4,0.9,22.2,OP015,98.0,94.65
PR00211,M005,PART-0006,2024-06-09 16:00:00,2024-06-10 00:22:31,8.38,1708,17,1.03,18.3,OP015,94.3,215.5
PR00212,M001,PART-0043,2024-03-30 15:00:00,2024-03-30 19:01:45,4.03,484,6,1.24,32.7,OP017,88.5,100.38
PR00213,M006,PART-0005,2024-12-02 12:00:00,2024-12-02 21:49:32,9.83,1690,41,2.43,18.4,OP005,86.1,561.85
PR00214,M008,PART-0035,2024-09-17 03:00:00,2024-09-17 06:20:05,3.33,144,6,4.57,67.9,OP001,92.9,30.84
PR00215,M001,PART-0036,2024-06-30 13:00:00,2024-06-30 21:06:08,8.1,880,30,3.46,34.0,OP012,76.0,171.77
PR00216,M007,PART-0031,2024-06-11 22:00:00,2024-06-12 09:03:45,11.06,2042,44,2.17,21.3,OP010,94.4,455.96
PR00217,M001,PART-0021,2024-10-27 03:00:00,2024-10-27 05:20:10,2.34,306,9,3.03,27.1,OP004,82.2,183.93
PR00218,M006,PART-0021,2024-05-06 14:00:00,2024-05-06 16:13:05,2.22,366,16,4.47,18.3,OP010,94.0,332.07
PR00219,M006,PART-0037,2024-11-08 04:00:00,2024-11-08 15:48:46,11.81,1305,49,3.76,27.5,OP017,85.7,1197.57
PR00220,M008,PART-0033,2024-06-09 17:00:00,2024-06-10 02:12:00,9.2,1417,61,4.33,20.5,OP017,97.6,582.44
PR00221,M004,PART-0034,2024-02-12 08:00:00,2024-02-12 17:55:01,9.92,643,9,1.52,54.5,OP001,84.9,70.37
PR00222,M006,PART-0022,2024-04-21 01:00:00,2024-04-21 03:58:32,2.98,530,18,3.43,18.7,OP012,76.4,274.5
PR00223,M004,PART-0021,2024-02-28 09:00:00,2024-02-28 20:46:50,11.78,1252,25,2.03,32.1,OP020,87.5,504.21
PR00224,M004,PART-0027,2024-08-01 14:00:00,2024-08-01 18:02:55,4.05,551,24,4.42,28.1,OP009,87.9,480.35
PR00225,M001,PART-0039,2024-03-06 02:00:00,2024-03-06 13:05:31,11.09,1485,60,4.09,24.7,OP020,85.4,776.86
PR00226,M003,PART-0028,2024-07-15 18:00:00,2024-07-15 21:57:21,3.96,230,4,1.79,59.0,OP009,88.3,70.77
PR00227,M007,PART-0006,2024-02-16 14:00:00,2024-02-17 01:09:03,11.15,1631,41,2.51,23.5,OP012,78.8,708.05
PR00228,M005,PART-0032,2024-09-15 17:00:00,2024-09-15 20:41:18,3.69,531,11,2.14,20.2,OP016,78.5,151.87
PR00229,M006,PART-0001,2024-09-02 18:00:00,2024-09-03 04:49:26,10.82,674,13,1.94,59.0,OP013,97.6,238.66
PR00230,M005,PART-0025,2024-06-10 03:00:00,2024-06-10 14:58:14,11.97,1097,6,0.56,33.3,OP003,87.1,116.32
PR00231,M002,PART-0019,2024-06-02 04:00:00,2024-06-02 15:44:04,11.73,711,20,2.93,62.1,OP012,97.7,460.52
PR00232,M004,PART-0048,2024-12-29 08:00:00,2024-12-29 13:34:40,5.58,1068,30,2.86,20.0,OP001,80.5,235.18
PR00233,M001,PART-0022,2024-11-02 14:00:00,2024-11-02 17:54:45,3.91,482,15,3.29,29.0,OP017,94.4,216.39
PR00234,M007,PART-0040,2024-12-12 02:00:00,2024-12-12 04:18:40,2.31,403,7,1.96,20.7,OP015,79.0,154.8
PR00235,M004,PART-0025,2024-01-01 07:00:00,2024-01-01 09:43:36,2.73,479,17,3.62,20.3,OP015,82.0,157.3
PR00236,M003,PART-0009,2024-11-08 20:00:00,2024-11-09 02:04:59,6.08,1244,19,1.55,18.8,OP003,76.4,436.56
PR00237,M003,PART-0014,2024-08-12 05:00:00,2024-08-12 13:42:26,8.71,1117,24,2.21,25.7,OP004,83.8,181.85
PR00238,M003,PART-0026,2024-01-30 13:00:00,2024-01-30 19:47:26,6.79,893,34,3.83,22.2,OP006,81.4,753.67
PR00239,M003,PART-0007,2024-04-19 18:00:00,2024-04-20 04:15:37,10.26,726,4,0.58,52.9,OP014,91.7,44.38
PR00240,M007,PART-0036,2024-04-30 18:00:00,2024-05-01 04:43:39,10.73,1773,18,1.04,18.8,OP008,81.1,106.6
PR00241,M001,PART-0004,2024-11-03 13:00:00,2024-11-03 20:59:00,7.98,1037,7,0.72,28.3,OP008,95.2,81.26
PR00242,M006,PART-0035,2024-04-29 22:00:00,2024-04-30 05:18:47,7.31,842,5,0.66,32.4,OP011,97.9,110.57
PR00243,M007,PART-0009,2024-05-28 04:00:00,2024-05-28 08:31:23,4.52,664,6,1.02,24.0,OP009,90.4,129.51
PR00244,M008,PART-0015,2024-03-05 07:00:00,2024-03-05 14:10:28,7.17,962,24,2.59,28.8,OP009,82.8,199.12
PR00245,M006,PART-0007,2024-08-19 20:00:00,2024-08-20 04:18:47,8.31,594,20,3.38,52.2,OP004,83.8,295.07
PR00246,M006,PART-0006,2024-07-12 01:00:00,2024-07-12 07:43:44,6.73,986,33,3.35,23.4,OP018,83.3,476.85
PR00247,M002,PART-0049,2024-10-09 07:00:00,2024-10-09 11:23:18,4.39,742,14,1.99,23.2,OP003,79.5,241.02
PR00248,M005,PART-0043,2024-12-05 16:00:00,2024-12-05 23:09:56,7.17,563,8,1.49,36.7,OP020,77.5,94.22
PR00249,M005,PART-0009,2024-09-01 16:00:00,2024-09-01 20:11:06,4.19,576,27,4.69,23.2,OP005,81.5,576.83
PR00250,M005,PART-0019,2024-11-02 06:00:00,2024-11-02 13:44:52,7.75,646,23,3.66,40.9,OP011,78.0,241.38
PR00251,M001,PART-0012,2024-06-16 11:00:00,2024-06-16 20:17:54,9.3,1206,44,3.71,29.8,OP016,81.8,852.22
PR00252,M004,PART-0047,2024-09-06 04:00:00,2024-09-06 06:00:56,2.02,225,8,3.73,25.7,OP017,88.9,149.85
PR00253,M002,PART-0040,2024-11-19 00:00:00,2024-11-19 06:33:44,6.56,711,22,3.18,27.5,OP020,95.7,287.87
PR00254,M003,PART-0011,2024-05-22 08:00:00,2024-05-22 19:25:02,11.42,893,19,2.13,46.2,OP013,75.2,336.72
PR00255,M006,PART-0029,2024-07-19 06:00:00,2024-07-19 16:44:13,10.74,1415,54,3.83,27.1,OP006,94.1,1340.56
PR00256,M002,PART-0037,2024-03-21 08:00:00,2024-03-21 14:13:13,6.22,585,13,2.3,31.6,OP017,80.0,186.32
PR00257,M008,PART-0009,2024-10-20 20:00:00,2024-10-21 04:55:29,8.92,1603,13,0.85,18.5,OP006,93.1,181.07
PR00258,M002,PART-0011,2024-10-14 02:00:00,2024-10-14 08:30:04,6.5,855,8,0.94,28.1,OP016,75.3,99.21
PR00259,M006,PART-0004,2024-04-09 00:00:00,2024-04-09 07:15:29,7.26,512,12,2.44,43.4,OP005,95.5,143.01
PR00260,M004,PART-0005,2024-10-01 09:00:00,2024-10-01 17:27:29,8.46,1448,13,0.96,20.6,OP008,83.4,121.65
PR00261,M004,PART-0003,2024-11-16 03:00:00,2024-11-16 06:40:24,3.67,376,18,4.9,30.5,OP011,78.1,125.75
PR00262,M006,PART-0030,2024-12-28 09:00:00,2024-12-28 14:57:15,5.95,336,8,2.56,65.5,OP010,95.7,58.58
PR00263,M002,PART-0049,2024-05-03 04:00:00,2024-05-03 10:44:24,6.74,1209,51,4.22,19.7,OP013,89.0,409.62
PR00264,M001,PART-0034,2024-04-18 15:00:00,2024-04-19 00:44:07,9.74,972,29,2.99,30.5,OP013,92.5,628.52
PR00265,M003,PART-0044,2024-02-11 01:00:00,2024-02-11 05:35:36,4.59,391,10,2.78,36.0,OP012,94.1,158.97
PR00266,M001,PART-0017,2024-04-01 02:00:00,2024-04-01 05:30:18,3.51,487,11,2.31,24.5,OP003,95.2,192.15
PR00267,M001,PART-0037,2024-05-31 18:00:00,2024-05-31 22:00:47,4.01,454,19,4.34,26.9,OP004,95.9,145.3
PR00268,M003,PART-0011,2024-04-26 01:00:00,2024-04-26 10:13:17,9.22,939,10,1.09,37.5,OP007,77.9,208.84
PR00269,M004,PART-0044,2024-02-15 11:00:00,2024-02-15 22:41:45,11.7,1800,88,4.91,22.0,OP020,94.9,1476.17
PR00270,M002,PART-0050,2024-08-15 05:00:00,2024-08-15 12:13:27,7.22,1361,63,4.63,18.8,OP017,94.9,1550.73
PR00271,M002,PART-0009,2024-04-01 18:00:00,2024-04-02 02:01:16,8.02,442,11,2.64,67.9,OP008,94.6,151.61
PR00272,M001,PART-0047,2024-08-12 07:00:00,2024-08-12 09:37:28,2.62,200,1,0.64,41.4,OP014,80.1,19.68
PR00273,M002,PART-0021,2024-01-22 21:00:00,2024-01-23 06:13:37,9.23,910,30,3.35,35.0,OP016,93.9,350.04
PR00274,M003,PART-0007,2024-07-02 14:00:00,2024-07-03 01:54:19,11.91,1946,82,4.23,22.1,OP007,76.0,970.52
PR00275,M005,PART-0001,2024-01-01 14:00:00,2024-01-01 17:25:42,3.43,653,22,3.46,19.5,OP004,91.1,155.94
PR00276,M007,PART-0011,2024-09-21 01:00:00,2024-09-21 03:46:35,2.78,494,3,0.61,20.3,OP003,87.6,52.93
PR00277,M005,PART-0040,2024-06-21 01:00:00,2024-06-21 03:03:39,2.06,260,4,1.85,27.3,OP017,86.5,83.56
PR00278,M008,PART-0034,2024-12-23 01:00:00,2024-12-23 03:43:44,2.73,169,2,1.45,58.1,OP007,84.2,21.7
PR00279,M008,PART-0030,2024-02-24 21:00:00,2024-02-25 02:12:53,5.21,559,16,2.97,35.3,OP013,88.9,194.5
PR00280,M001,PART-0036,2024-10-07 21:00:00,2024-10-08 00:52:42,3.88,296,7,2.54,50.0,OP008,87.8,124.19
PR00281,M002,PART-0004,2024-01-14 17:00:00,2024-01-15 02:08:22,9.14,970,28,2.99,35.3,OP013,96.1,543.57
PR00282,M004,PART-0049,2024-04-28 13:00:00,2024-04-28 23:49:11,10.82,1616,27,1.72,24.5,OP015,77.4,237.08
PR00283,M005,PART-0008,2024-06-02 17:00:00,2024-06-02 21:45:42,4.76,442,13,3.12,41.4,OP009,82.8,309.52
PR00284,M008,PART-0044,2024-06-05 10:00:00,2024-06-05 20:16:01,10.27,1411,60,4.29,23.1,OP004,93.1,1370.25
PR00285,M005,PART-0023,2024-03-23 16:00:00,2024-03-23 21:46:23,5.77,660,5,0.9,34.3,OP001,96.4,109.42
PR00286,M007,PART-0011,2024-06-23 22:00:00,2024-06-24 02:32:32,4.54,240,4,1.75,58.1,OP017,90.6,95.52
PR00287,M001,PART-0048,2024-01-21 19:00:00,2024-01-22 04:49:05,9.82,2040,19,0.97,19.0,OP007,86.5,259.44
PR00288,M007,PART-0018,2024-05-25 13:00:00,2024-05-25 22:42:28,9.71,1219,48,3.95,23.4,OP005,93.9,1056.33
PR00289,M008,PART-0045,2024-05-16 08:00:00,2024-05-16 18:41:51,10.7,1172,17,1.47,35.0,OP013,75.8,219.21
PR00290,M008,PART-0028,2024-09-19 03:00:00,2024-09-19 12:23:09,9.39,789,5,0.73,46.8,OP008,85.8,82.92
PR00291,M005,PART-0044,2024-09-08 10:00:00,2024-09-08 15:40:40,5.68,630,25,4.02,34.0,OP015,94.2,132.35
PR00292,M005,PART-0003,2024-04-11 01:00:00,2024-04-11 03:11:35,2.19,354,2,0.64,24.2,OP015,82.6,46.24
PR00293,M004,PART-0020,2024-01-24 10:00:00,2024-01-24 20:46:35,10.78,1761,62,3.55,21.1,OP016,92.8,956.41
PR00294,M002,PART-0025,2024-10-09 21:00:00,2024-10-09 23:10:10,2.17,369,7,1.99,19.7,OP001,92.0,66.26
PR00295,M001,PART-0036,2024-05-05 11:00:00,2024-05-05 13:00:48,2.01,185,5,2.97,39.1,OP015,90.5,79.7
PR00296,M008,PART-0003,2024-08-12 22:00:00,2024-08-13 07:48:13,9.8,847,15,1.86,38.3,OP009,96.6,255.99
PR00297,M005,PART-0005,2024-03-19 22:00:00,2024-03-20 06:42:59,8.72,502,23,4.74,67.9,OP020,87.5,557.87
PR00298,M004,PART-0026,2024-10-04 08:00:00,2024-10-04 12:02:59,4.05,483,5,1.13,25.9,OP010,82.2,52.62
PR00299,M005,PART-0049,2024-06-29 07:00:00,2024-06-29 15:21:34,8.36,1206,20,1.67,25.0,OP015,96.1,216.2
PR00300,M004,PART-0041,2024-02-26 14:00:00,2024-02-26 16:36:22,2.61,165,0,0.54,48.0,OP011,76.0,0.0
PR00301,M006,PART-0038,2024-08-13 14:00:00,2024-08-13 19:32:33,5.54,951,8,0.84,21.1,OP018,87.6,68.85
PR00302,M007,PART-0044,2024-08-09 02:00:00,2024-08-09 05:39:26,3.66,490,22,4.54,25.4,OP001,78.2,547.79
PR00303,M002,PART-0026,2024-01-11 11:00:00,2024-01-11 22:36:22,11.61,747,20,2.74,55.4,OP012,81.0,274.8
PR00304,M003,PART-0034,2024-11-06 05:00:00,2024-11-06 13:13:24,8.22,1289,52,4.07,19.7,OP017,97.1,802.32
PR00305,M002,PART-0030,2024-09-03 07:00:00,2024-09-03 10:37:00,3.62,212,4,1.89,63.2,OP001,85.5,82.51
PR00306,M004,PART-0036,2024-03-28 17:00:00,2024-03-29 02:42:58,9.72,1286,54,4.26,26.7,OP005,83.7,866.15
PR00307,M007,PART-0027,2024-06-19 20:00:00,2024-06-20 00:13:14,4.22,680,25,3.78,23.5,OP005,80.7,326.38
PR00308,M004,PART-0034,2024-05-20 12:00:00,2024-05-20 15:11:06,3.19,156,7,4.96,62.1,OP019,86.4,106.78
PR00309,M007,PART-0039,2024-08-28 02:00:00,2024-08-28 07:55:28,5.92,796,6,0.76,21.7,OP014,89.3,149.09
PR00310,M005,PART-0020,2024-06-29 17:00:00,2024-06-30 01:33:58,8.57,1494,66,4.45,22.1,OP020,75.6,1438.56
PR00311,M001,PART-0041,2024-04-14 04:00:00,2024-04-14 06:21:36,2.36,386,13,3.56,18.6,OP004,88.4,178.52
PR00312,M003,PART-0047,2024-05-28 02:00:00,2024-05-28 07:15:48,5.26,763,15,2.09,22.0,OP007,94.5,195.28
PR00313,M006,PART-0008,2024-05-11 22:00:00,2024-05-12 04:45:48,6.76,1250,17,1.42,18.8,OP009,81.8,286.89
PR00314,M006,PART-0040,2024-11-19 14:00:00,2024-11-20 00:47:41,10.79,1773,73,4.15,20.2,OP004,91.0,1490.84
PR00315,M002,PART-0041,2024-01-04 02:00:00,2024-01-04 09:09:23,7.16,1095,7,0.67,21.8,OP006,76.3,171.23
PR00316,M007,PART-0004,2024-04-12 05:00:00,2024-04-12 07:06:03,2.1,116,0,0.73,69.2,OP012,80.2,0.0
PR00317,M007,PART-0025,2024-06-17 04:00:00,2024-06-17 13:35:26,9.59,914,17,1.96,33.6,OP016,93.8,146.75
PR00318,M006,PART-0021,2024-02-16 21:00:00,2024-02-17 03:03:27,6.06,404,9,2.27,55.4,OP008,90.2,59.12
PR00319,M007,PART-0022,2024-07-20 01:00:00,2024-07-20 10:48:22,9.81,500,16,3.33,62.1,OP017,88.8,174.9
PR00320,M001,PART-0017,2024-05-02 20:00:00,2024-05-03 03:36:03,7.6,877,11,1.27,31.6,OP009,85.3,89.99
PR00321,M007,PART-0017,2024-04-05 06:00:00,2024-04-05 12:37:01,6.62,276,2,1.06,72.0,OP002,93.6,17.81
PR00322,M005,PART-0048,2024-03-10 05:00:00,2024-03-10 13:39:05,8.65,375,14,3.94,69.2,OP015,85.0,223.81
PR00323,M001,PART-0043,2024-09-27 03:00:00,2024-09-27 12:51:43,9.86,1871,10,0.57,20.3,OP020,77.9,209.51
PR00324,M001,PART-0006,2024-09-26 01:00:00,2024-09-26 07:22:35,6.38,1116,30,2.75,19.9,OP001,97.2,181.0
PR00325,M001,PART-0019,2024-10-09 15:00:00,2024-10-10 01:37:35,10.63,717,26,3.71,58.1,OP012,80.2,587.26
PR00326,M001,PART-0037,2024-05-27 03:00:00,2024-05-27 11:15:01,8.25,446,15,3.53,70.6,OP008,80.8,262.46
PR00327,M003,PART-0011,2024-04-23 15:00:00,2024-04-24 02:49:08,11.82,1166,34,2.97,29.8,OP005,83.1,592.48
PR00328,M001,PART-0048,2024-01-05 13:00:00,2024-01-05 21:03:18,8.06,1409,25,1.79,21.3,OP009,90.8,291.23
PR00329,M002,PART-0023,2024-02-16 06:00:00,2024-02-16 17:26:40,11.44,2251,85,3.8,18.9,OP014,93.0,1759.96
PR00330,M005,PART-0008,2024-09-04 19:00:00,2024-09-04 23:46:42,4.78,677,31,4.62,27.5,OP010,79.1,756.82
PR00331,M005,PART-0025,2024-11-13 08:00:00,2024-11-13 17:22:43,9.38,989,14,1.42,30.0,OP003,81.2,150.49
PR00332,M002,PART-0020,2024-06-14 21:00:00,2024-06-15 00:26:21,3.44,257,11,4.66,40.9,OP009,77.1,186.79
PR00333,M004,PART-0009,2024-11-17 20:00:00,2024-11-17 22:09:03,2.15,227,6,3.04,31.0,OP001,90.5,100.03
PR00334,M003,PART-0015,2024-04-09 01:00:00,2024-04-09 11:39:39,10.66,1014,25,2.52,31.6,OP019,95.3,226.32
PR00335,M006,PART-0007,2024-12-21 01:00:00,2024-12-21 06:44:07,5.74,436,9,2.24,46.8,OP017,87.5,214.14
PR00336,M002,PART-0010,2024-03-13 12:00:00,2024-03-13 20:10:20,8.17,572,19,3.49,44.4,OP018,92.1,219.28
PR00337,M004,PART-0019,2024-12-06 14:00:00,2024-12-06 18:35:13,4.59,621,15,2.47,25.4,OP017,87.6,276.2
PR00338,M002,PART-0047,2024-07-30 12:00:00,2024-07-30 14:54:50,2.91,493,3,0.73,22.2,OP001,79.9,31.25
PR00339,M008,PART-0018,2024-10-16 07:00:00,2024-10-16 12:32:54,5.55,604,21,3.53,32.4,OP016,82.7,476.69
PR00340,M007,PART-0038,2024-10-01 03:00:00,2024-10-01 14:19:37,11.33,1478,33,2.29,28.6,OP001,80.8,816.86
PR00341,M008,PART-0039,2024-06-27 13:00:00,2024-06-27 18:42:40,5.71,600,24,4.1,29.5,OP017,94.9,559.32
PR00342,M005,PART-0038,2024-05-16 17:00:00,2024-05-17 02:52:25,9.87,1221,54,4.43,26.9,OP008,85.2,971.27
PR00343,M005,PART-0013,2024-11-30 17:00:00,2024-12-01 03:14:50,10.25,2111,67,3.19,18.1,OP004,88.6,881.23
PR00344,M003,PART-0050,2024-11-05 03:00:00,2024-11-05 07:06:01,4.1,751,17,2.34,20.2,OP001,96.3,123.04
PR00345,M005,PART-0047,2024-05-12 16:00:00,2024-05-12 19:51:23,3.86,276,10,3.74,51.4,OP020,85.3,211.17
PR00346,M001,PART-0024,2024-07-14 11:00:00,2024-07-14 15:29:58,4.5,456,7,1.65,34.3,OP013,82.1,162.93
PR00347,M008,PART-0049,2024-02-05 13:00:00,2024-02-05 18:32:39,5.54,757,11,1.54,23.2,OP009,76.8,237.35
PR00348,M007,PART-0003,2024-05-29 08:00:00,2024-05-29 18:35:17,10.59,1513,66,4.36,26.5,OP009,78.7,1219.21
PR00349,M005,PART-0040,2024-06-08 13:00:00,2024-06-08 18:50:52,5.85,786,9,1.24,22.4,OP002,87.2,187.1
PR00350,M006,PART-0014,2024-05-29 21:00:00,2024-05-29 23:50:07,2.84,421,18,4.51,20.6,OP010,89.6,299.57
PR00351,M002,PART-0015,2024-07-19 09:00:00,2024-07-19 17:04:39,8.08,711,11,1.55,37.5,OP008,97.7,146.24
PR00352,M001,PART-0034,2024-01-19 02:00:00,2024-01-19 10:57:51,8.96,1217,53,4.42,24.5,OP016,96.7,1003.42
PR00353,M005,PART-0026,2024-11-15 06:00:00,2024-11-15 09:25:42,3.43,245,2,1.01,48.0,OP017,90.6,40.92
PR00354,M007,PART-0003,2024-11-04 00:00:00,2024-11-04 02:10:52,2.18,152,5,3.53,54.5,OP015,95.4,47.19
PR00355,M002,PART-0022,2024-05-23 21:00:00,2024-05-24 06:14:03,9.23,1600,41,2.59,21.3,OP016,79.7,309.46
PR00356,M006,PART-0015,2024-08-20 06:00:00,2024-08-20 12:30:46,6.51,899,20,2.32,27.3,OP003,75.3,263.9
PR00357,M001,PART-0006,2024-08-19 17:00:00,2024-08-20 04:01:03,11.02,921,6,0.69,37.1,OP012,79.2,119.17
PR00358,M007,PART-0015,2024-08-07 19:00:00,2024-08-08 03:28:59,8.48,1014,41,4.12,27.5,OP020,97.9,663.43
PR00359,M005,PART-0004,2024-11-18 18:00:00,2024-11-18 20:42:00,2.7,299,11,3.68,31.9,OP020,76.0,131.99
PR00360,M008,PART-0034,2024-12-12 10:00:00,2024-12-12 20:18:49,10.31,921,30,3.34,36.7,OP015,76.1,498.61
PR00361,M001,PART-0017,2024-09-06 04:00:00,2024-09-06 11:12:38,7.21,833,23,2.83,32.4,OP003,90.4,400.42
PR00362,M005,PART-0017,2024-02-28 06:00:00,2024-02-28 14:37:29,8.62,1619,62,3.87,20.5,OP016,92.5,1050.47
PR00363,M008,PART-0013,2024-12-11 03:00:00,2024-12-11 13:31:33,10.53,989,26,2.63,32.4,OP011,81.2,235.17
PR00364,M003,PART-0044,2024-11-08 07:00:00,2024-11-08 14:59:51,8.0,1327,60,4.59,20.1,OP011,79.3,392.37
PR00365,M002,PART-0038,2024-06-26 11:00:00,2024-06-26 17:26:18,6.44,462,18,4.08,50.0,OP015,89.6,359.36
PR00366,M005,PART-0036,2024-05-08 12:00:00,2024-05-08 22:15:33,10.26,2048,30,1.48,18.2,OP007,81.1,547.18
PR00367,M007,PART-0037,2024-07-25 03:00:00,2024-07-25 09:36:54,6.62,951,8,0.9,21.4,OP020,83.5,109.18
PR00368,M001,PART-0046,2024-06-13 21:00:00,2024-06-13 23:20:12,2.34,493,20,4.21,18.2,OP018,93.0,271.59
PR00369,M006,PART-0008,2024-07-05 07:00:00,2024-07-05 16:21:44,9.36,1432,13,0.92,23.5,OP011,93.7,248.78
PR00370,M006,PART-0003,2024-06-24 19:00:00,2024-06-25 06:01:51,11.03,918,32,3.53,45.0,OP013,85.7,525.54
PR00371,M008,PART-0048,2024-09-09 12:00:00,2024-09-09 15:18:02,3.3,676,20,3.05,18.2,OP003,75.4,106.86
PR00372,M008,PART-0010,2024-04-23 16:00:00,2024-04-24 01:37:22,9.62,1540,36,2.37,24.3,OP019,88.4,893.29
PR00373,M007,PART-0019,2024-01-19 10:00:00,2024-01-19 18:45:40,8.76,883,13,1.53,32.7,OP011,96.4,153.9
PR00374,M005,PART-0042,2024-07-09 04:00:00,2024-07-09 15:57:22,11.96,691,30,4.37,59.0,OP020,96.6,452.4
PR00375,M008,PART-0005,2024-07-07 17:00:00,2024-07-07 22:37:27,5.62,1028,12,1.25,21.3,OP009,89.8,293.82
PR00376,M006,PART-0022,2024-12-04 00:00:00,2024-12-04 08:21:33,8.36,409,5,1.42,67.9,OP018,90.4,108.74
PR00377,M006,PART-0020,2024-04-21 00:00:00,2024-04-21 08:05:49,8.1,697,17,2.55,39.1,OP006,87.3,251.09
PR00378,M006,PART-0008,2024-01-13 12:00:00,2024-01-13 19:50:41,7.84,971,30,3.12,31.3,OP012,83.2,181.19
PR00379,M008,PART-0046,2024-01-29 07:00:00,2024-01-29 11:18:28,4.31,750,12,1.61,20.3,OP011,79.9,267.12
PR00380,M007,PART-0042,2024-06-03 20:00:00,2024-06-04 06:00:02,10.0,1341,8,0.64,29.5,OP017,89.3,195.74
PR00381,M008,PART-0012,2024-07-25 20:00:00,2024-07-25 22:37:26,2.62,163,4,2.46,52.2,OP017,90.4,91.35
PR00382,M005,PART-0050,2024-01-11 01:00:00,2024-01-11 03:42:37,2.71,361,9,2.64,22.9,OP006,96.7,58.47
PR00383,M007,PART-0023,2024-03-24 02:00:00,2024-03-24 13:51:10,11.85,880,4,0.54,40.4,OP008,79.8,70.45
PR00384,M005,PART-0036,2024-12-15 09:00:00,2024-12-15 13:33:52,4.56,405,7,1.86,36.7,OP005,78.9,160.75
PR00385,M002,PART-0032,2024-06-14 22:00:00,2024-06-15 00:59:08,2.99,212,6,3.04,45.0,OP005,86.0,123.67
PR00386,M008,PART-0031,2024-08-25 02:00:00,2024-08-25 04:01:53,2.03,209,1,0.87,33.0,OP010,93.9,6.14
PR00387,M008,PART-0040,2024-08-13 08:00:00,2024-08-13 11:54:26,3.91,524,18,3.5,26.1,OP017,94.8,203.0
PR00388,M007,PART-0021,2024-06-15 12:00:00,2024-06-15 23:53:40,11.89,2394,13,0.57,19.4,OP018,85.8,235.57
PR00389,M004,PART-0004,2024-02-07 18:00:00,2024-02-08 02:34:50,8.58,767,15,1.98,37.1,OP008,79.5,360.43
PR00390,M005,PART-0013,2024-03-17 13:00:00,2024-03-17 21:26:50,8.45,1668,78,4.7,19.9,OP006,78.0,1723.34
PR00391,M005,PART-0008,2024-08-09 02:00:00,2024-08-09 06:11:13,4.19,817,25,3.09,18.1,OP006,83.6,523.87
PR00392,M003,PART-0025,2024-09-12 11:00:00,2024-09-12 18:34:04,7.57,588,11,2.02,45.0,OP009,80.8,169.42
PR00393,M004,PART-0017,2024-01-13 12:00:00,2024-01-13 22:42:24,10.71,1424,31,2.19,22.1,OP004,85.5,372.76
PR00394,M001,PART-0026,2024-02-27 07:00:00,2024-02-27 18:12:26,11.21,1918,62,3.24,22.8,OP015,95.9,890.41
PR00395,M001,PART-0050,2024-06-04 15:00:00,2024-06-04 23:09:09,8.15,1599,75,4.71,18.6,OP014,94.0,631.06
PR00396,M005,PART-0009,2024-04-03 20:00:00,2024-04-03 22:27:16,2.45,304,9,3.27,27.7,OP020,86.7,135.23
PR00397,M007,PART-0035,2024-06-28 00:00:00,2024-06-28 10:31:47,10.53,2059,25,1.22,19.4,OP011,85.3,243.74
PR00398,M007,PART-0001,2024-05-19 00:00:00,2024-05-19 09:44:01,9.73,1592,20,1.28,19.5,OP011,93.4,256.84
PR00399,M003,PART-0022,2024-04-12 10:00:00,2024-04-12 18:30:54,8.52,1198,55,4.67,26.9,OP018,82.3,1099.37
PR00400,M003,PART-0002,2024-11-05 07:00:00,2024-11-05 16:45:08,9.75,1445,9,0.64,22.0,OP008,96.5,92.79
PR00401,M001,PART-0004,2024-01-06 18:00:00,2024-01-06 21:55:23,3.92,318,15,4.76,46.8,OP017,81.5,364.01
PR00402,M004,PART-0040,2024-02-27 16:00:00,2024-02-28 01:03:44,9.06,1068,21,2.03,27.3,OP001,77.0,521.51
PR00403,M001,PART-0031,2024-07-26 17:00:00,2024-07-27 04:17:10,11.29,1830,67,3.7,19.4,OP014,85.3,1558.73
PR00404,M003,PART-0019,2024-09-06 21:00:00,2024-09-07 05:37:08,8.62,642,11,1.73,48.0,OP003,81.8,80.26
PR00405,M003,PART-0034,2024-04-22 14:00:00,2024-04-22 20:37:26,6.62,1019,23,2.35,23.4,OP018,95.6,533.22
