delivery_id,supplier_id,supplier_name,po_number,expected_date,actual_date,days_late,on_time,material_code,material_category,quantity,unit_cost,total_cost,quality_score
DEL00174,S004,GlobalComponents Ltd,PO-82680,2023-08-20,2023-08-26,6,False,MAT-351,Electronic Components,3025,10.2,30855.0,3.7
DEL00175,S001,SteelCorp Industries,PO-98795,2023-08-20,2023-08-21,1,False,MAT-240,Bearings,6308,32.92,207659.36,4.9
DEL00128,S010,ComponentPro Solutions,PO-16799,2023-08-22,2023-08-20,0,True,MAT-307,Electronic Components,4025,37.73,151863.25,4.5
DEL00247,S005,QualityAlloys Inc,PO-55688,2023-08-24,2023-09-06,13,False,MAT-621,Tooling,8105,31.93,258792.65,4.1
DEL00015,S008,IndustrialSource LLC,PO-41205,2023-08-26,2023-08-24,0,True,MAT-714,Raw Steel,2103,38.77,81533.31,4.0
DEL00063,S006,TechMaterials Group,PO-84519,2023-08-27,2023-08-27,0,True,MAT-148,Aluminum Stock,9127,4.29,39154.83,3.5
DEL00051,S006,TechMaterials Group,PO-22360,2023-08-28,2023-09-08,11,False,MAT-436,Aluminum Stock,525,14.57,7649.25,4.9
DEL00272,S004,GlobalComponents Ltd,PO-23824,2023-08-30,2023-08-28,0,True,MAT-545,Electronic Components,578,8.43,4872.54,4.8
DEL00007,S001,SteelCorp Industries,PO-67067,2023-08-31,2023-08-31,0,True,MAT-520,Bearings,5320,43.08,229185.6,4.9
DEL00233,S001,SteelCorp Industries,PO-68160,2023-09-02,2023-09-12,10,False,MAT-856,Bearings,5485,7.15,39217.75,4.1
DEL00194,S009,MetalWorks Direct,PO-70476,2023-09-04,2023-09-05,1,False,MAT-448,Lubricants,1506,16.0,24096.0,4.1
DEL00285,S005,QualityAlloys Inc,PO-33464,2023-09-08,2023-09-06,0,True,MAT-977,Tooling,8087,36.51,295256.37,4.0
DEL00031,S007,ReliableSupply Partners,PO-83207,2023-09-09,2023-09-07,0,True,MAT-762,Tooling,3847,45.39,174615.33,5.0
DEL00086,S006,TechMaterials Group,PO-56562,2023-09-09,2023-09-09,0,True,MAT-887,Aluminum Stock,864,38.62,33367.68,4.2
DEL00152,S010,ComponentPro Solutions,PO-79784,2023-09-09,2023-09-10,1,False,MAT-559,Electronic Components,5281,0.76,4013.56,4.0
DEL00280,S004,GlobalComponents Ltd,PO-80555,2023-09-10,2023-09-08,0,True,MAT-972,Electronic Components,7646,16.14,123406.44,4.6
DEL00236,S001,SteelCorp Industries,PO-78350,2023-09-10,2023-09-11,1,False,MAT-429,Bearings,3107,22.4,69596.8,3.7
DEL00226,S001,SteelCorp Industries,PO-95189,2023-09-11,2023-09-11,0,True,MAT-738,Bearings,6145,2.67,16407.15,4.9
DEL00212,S005,QualityAlloys Inc,PO-82459,2023-09-12,2023-09-19,7,False,MAT-224,Tooling,6141,4.29,26344.89,3.7
DEL00005,S002,FastParts Supply,PO-45118,2023-09-14,2023-09-15,1,False,MAT-753,Tooling,8828,40.54,357887.12,4.8
DEL00050,S009,MetalWorks Direct,PO-78945,2023-09-15,2023-09-13,0,True,MAT-885,Lubricants,9451,9.44,89217.44,4.9
DEL00002,S001,SteelCorp Industries,PO-95398,2023-09-16,2023-09-14,0,True,MAT-943,Bearings,5045,25.48,128546.6,4.1
DEL00091,S002,FastParts Supply,PO-10863,2023-09-20,2023-09-21,1,False,MAT-351,Tooling,7860,17.4,136764.0,4.4
DEL00168,S010,ComponentPro Solutions,PO-34819,2023-09-20,2023-09-20,0,True,MAT-783,Electronic Components,7894,34.89,275421.66,5.0
DEL00221,S004,GlobalComponents Ltd,PO-41265,2023-09-20,2023-09-26,6,False,MAT-304,Electronic Components,1597,1.29,2060.13,3.4
DEL00206,S010,ComponentPro Solutions,PO-68422,2023-09-20,2023-09-19,0,True,MAT-165,Electronic Components,6641,30.44,202152.04,4.1
DEL00030,S006,TechMaterials Group,PO-33840,2023-09-22,2023-09-22,0,True,MAT-502,Aluminum Stock,6282,47.27,296950.14,4.7
DEL00032,S009,MetalWorks Direct,PO-16525,2023-09-22,2023-09-21,0,True,MAT-510,Lubricants,7127,30.22,215377.94,4.1
DEL00270,S005,QualityAlloys Inc,PO-26759,2023-09-24,2023-09-22,0,True,MAT-609,Tooling,1526,15.42,23530.92,4.5
DEL00258,S007,ReliableSupply Partners,PO-67767,2023-09-25,2023-09-26,1,False,MAT-741,Tooling,1889,43.48,82133.72,4.0
DEL00107,S010,ComponentPro Solutions,PO-69547,2023-09-25,2023-09-25,0,True,MAT-200,Electronic Components,2501,35.73,89360.73,4.8
DEL00252,S003,PrecisionMetal Co,PO-65950,2023-09-27,2023-09-30,3,False,MAT-358,Lubricants,5051,25.28,127689.28,4.0
DEL00027,S008,IndustrialSource LLC,PO-10403,2023-09-29,2023-09-28,0,True,MAT-510,Raw Steel,3378,31.6,106744.8,4.0
DEL00210,S002,FastParts Supply,PO-61583,2023-09-30,2023-09-28,0,True,MAT-815,Tooling,815,12.36,10073.4,4.8
DEL00056,S010,ComponentPro Solutions,PO-21690,2023-10-02,2023-10-03,1,False,MAT-121,Electronic Components,3511,8.57,30089.27,4.7
DEL00188,S007,ReliableSupply Partners,PO-94587,2023-10-02,2023-10-02,0,True,MAT-177,Tooling,5983,45.12,269952.96,4.2
DEL00201,S006,TechMaterials Group,PO-13517,2023-10-03,2023-10-04,1,False,MAT-291,Aluminum Stock,3360,3.94,13238.4,4.8
DEL00143,S003,PrecisionMetal Co,PO-11105,2023-10-03,2023-10-16,13,False,MAT-227,Lubricants,7680,18.84,144691.2,3.5
DEL00148,S001,SteelCorp Industries,PO-18526,2023-10-04,2023-10-03,0,True,MAT-230,Bearings,4353,46.71,203328.63,4.8
DEL00209,S010,ComponentPro Solutions,PO-90967,2023-10-04,2023-10-03,0,True,MAT-850,Electronic Components,7179,23.16,166265.64,4.9
DEL00238,S010,ComponentPro Solutions,PO-40973,2023-10-05,2023-10-04,0,True,MAT-619,Electronic Components,1380,21.6,29808.0,4.4
DEL00256,S002,FastParts Supply,PO-27607,2023-10-06,2023-10-05,0,True,MAT-302,Tooling,8070,9.51,76745.7,4.9
DEL00069,S004,GlobalComponents Ltd,PO-63096,2023-10-06,2023-10-07,1,False,MAT-989,Electronic Components,9961,36.43,362879.23,3.9
DEL00182,S009,MetalWorks Direct,PO-75350,2023-10-08,2023-10-08,0,True,MAT-631,Lubricants,7706,9.36,72128.16,4.7
DEL00239,S009,MetalWorks Direct,PO-65576,2023-10-09,2023-10-13,4,False,MAT-280,Lubricants,4179,15.5,64774.5,4.5
DEL00082,S002,FastParts Supply,PO-21297,2023-10-11,2023-10-11,0,True,MAT-783,Tooling,8011,6.89,55195.79,4.0
DEL00136,S010,ComponentPro Solutions,PO-49405,2023-10-11,2023-10-09,0,True,MAT-191,Electronic Components,6576,35.07,230620.32,4.8
DEL00023,S006,TechMaterials Group,PO-51573,2023-10-11,2023-10-22,11,False,MAT-931,Aluminum Stock,6756,39.57,267334.92,3.8
DEL00126,S006,TechMaterials Group,PO-98946,2023-10-15,2023-10-16,1,False,MAT-273,Aluminum Stock,1065,30.92,32929.8,3.9
DEL00087,S002,FastParts Supply,PO-77552,2023-10-16,2023-10-30,14,False,MAT-718,Tooling,1806,35.47,64058.82,4.9
DEL00180,S003,PrecisionMetal Co,PO-92504,2023-10-17,2023-10-15,0,True,MAT-914,Lubricants,4688,43.71,204912.48,4.5
DEL00118,S001,SteelCorp Industries,PO-21706,2023-10-17,2023-10-17,0,True,MAT-919,Bearings,6811,19.67,133972.37,4.9
DEL00019,S009,MetalWorks Direct,PO-50392,2023-10-19,2023-10-19,0,True,MAT-121,Lubricants,670,42.15,28240.5,4.6
DEL00254,S009,MetalWorks Direct,PO-62162,2023-10-20,2023-10-19,0,True,MAT-815,Lubricants,5147,0.82,4220.54,4.1
DEL00014,S003,PrecisionMetal Co,PO-78414,2023-10-22,2023-10-20,0,True,MAT-780,Lubricants,9609,47.51,456523.59,4.6
DEL00244,S007,ReliableSupply Partners,PO-30280,2023-10-24,2023-10-23,0,True,MAT-294,Tooling,168,1.14,191.52,4.4
DEL00178,S003,PrecisionMetal Co,PO-79803,2023-10-27,2023-10-31,4,False,MAT-487,Lubricants,6231,16.24,101191.44,3.8
DEL00196,S006,TechMaterials Group,PO-75509,2023-10-28,2023-10-26,0,True,MAT-929,Aluminum Stock,5910,17.32,102361.2,4.0
DEL00283,S009,MetalWorks Direct,PO-92716,2023-10-30,2023-10-31,1,False,MAT-948,Lubricants,3634,25.0,90850.0,4.7
DEL00052,S001,SteelCorp Industries,PO-52406,2023-10-31,2023-10-29,0,True,MAT-257,Bearings,573,4.51,2584.23,4.8
DEL00125,S001,SteelCorp Industries,PO-32040,2023-11-04,2023-11-13,9,False,MAT-392,Bearings,2459,9.54,23458.86,4.7
DEL00018,S002,FastParts Supply,PO-72240,2023-11-05,2023-11-06,1,False,MAT-799,Tooling,4136,48.18,199272.48,4.9
DEL00064,S007,ReliableSupply Partners,PO-22384,2023-11-07,2023-11-08,1,False,MAT-575,Tooling,9413,40.73,383391.49,4.2
DEL00089,S004,GlobalComponents Ltd,PO-36920,2023-11-09,2023-11-07,0,True,MAT-470,Electronic Components,2672,36.55,97661.6,4.5
DEL00220,S009,MetalWorks Direct,PO-68194,2023-11-10,2023-11-10,0,True,MAT-153,Lubricants,9900,0.73,7227.0,4.7
DEL00158,S003,PrecisionMetal Co,PO-59465,2023-11-19,2023-11-20,1,False,MAT-420,Lubricants,1165,39.24,45714.6,3.3
DEL00186,S005,QualityAlloys Inc,PO-40169,2023-11-19,2023-11-19,0,True,MAT-697,Tooling,774,23.53,18212.22,4.5
DEL00092,S004,GlobalComponents Ltd,PO-57270,2023-11-19,2023-11-20,1,False,MAT-744,Electronic Components,4121,8.0,32968.0,4.5
DEL00242,S001,SteelCorp Industries,PO-88011,2023-11-20,2023-11-20,0,True,MAT-650,Bearings,2603,27.87,72545.61,3.9
DEL00028,S007,ReliableSupply Partners,PO-77681,2023-11-20,2023-11-19,0,True,MAT-830,Tooling,2231,42.42,94639.02,4.6
DEL00108,S004,GlobalComponents Ltd,PO-27047,2023-11-21,2023-11-22,1,False,MAT-587,Electronic Components,3619,22.59,81753.21,4.0
DEL00024,S007,ReliableSupply Partners,PO-71746,2023-11-21,2023-11-29,8,False,MAT-854,Tooling,6865,46.36,318261.4,4.2
DEL00153,S008,IndustrialSource LLC,PO-13325,2023-11-21,2023-12-04,13,False,MAT-855,Raw Steel,3796,48.92,185700.32,4.2
DEL00062,S009,MetalWorks Direct,PO-49373,2023-11-22,2023-11-30,8,False,MAT-252,Lubricants,2193,34.37,75373.41,4.2
DEL00154,S006,TechMaterials Group,PO-31558,2023-11-24,2023-11-28,4,False,MAT-437,Aluminum Stock,5192,3.61,18743.12,4.3
DEL00157,S004,GlobalComponents Ltd,PO-67478,2023-11-25,2023-12-05,10,False,MAT-882,Electronic Components,1667,31.45,52427.15,4.3
DEL00204,S005,QualityAlloys Inc,PO-27030,2023-11-27,2023-11-26,0,True,MAT-991,Tooling,3469,15.83,54914.27,4.7
DEL00230,S010,ComponentPro Solutions,PO-60118,2023-11-28,2023-11-29,1,False,MAT-623,Electronic Components,3908,25.42,99341.36,4.6
DEL00116,S001,SteelCorp Industries,PO-73068,2023-11-28,2023-11-29,1,False,MAT-686,Bearings,5174,28.51,147510.74,4.9
DEL00163,S003,PrecisionMetal Co,PO-85132,2023-11-28,2023-11-27,0,True,MAT-229,Lubricants,8437,13.19,111284.03,3.8
DEL00130,S002,FastParts Supply,PO-93039,2023-11-29,2023-11-30,1,False,MAT-339,Tooling,405,13.82,5597.1,5.0
DEL00300,S001,SteelCorp Industries,PO-37192,2023-11-30,2023-11-28,0,True,MAT-774,Bearings,2022,9.44,19087.68,4.5
DEL00096,S003,PrecisionMetal Co,PO-96530,2023-12-01,2023-11-29,0,True,MAT-756,Lubricants,2573,45.17,116222.41,3.3
DEL00232,S007,ReliableSupply Partners,PO-48877,2023-12-02,2023-12-03,1,False,MAT-306,Tooling,2584,19.1,49354.4,4.6
DEL00248,S004,GlobalComponents Ltd,PO-42347,2023-12-03,2023-12-04,1,False,MAT-348,Electronic Components,7927,2.21,17518.67,4.6
DEL00167,S008,IndustrialSource LLC,PO-65320,2023-12-03,2023-12-01,0,True,MAT-452,Raw Steel,3301,48.84,161220.84,4.5
DEL00289,S001,SteelCorp Industries,PO-69969,2023-12-05,2023-12-05,0,True,MAT-770,Bearings,2781,29.07,80843.67,4.3
DEL00020,S001,SteelCorp Industries,PO-43158,2023-12-05,2023-12-04,0,True,MAT-665,Bearings,6402,15.81,101215.62,4.9
DEL00170,S009,MetalWorks Direct,PO-93724,2023-12-11,2023-12-09,0,True,MAT-328,Lubricants,3872,23.59,91340.48,4.1
DEL00234,S010,ComponentPro Solutions,PO-94940,2023-12-12,2023-12-13,1,False,MAT-932,Electronic Components,4826,37.65,181698.9,4.1
DEL00198,S008,IndustrialSource LLC,PO-53286,2023-12-16,2023-12-19,3,False,MAT-681,Raw Steel,9979,45.73,456339.67,4.4
DEL00155,S009,MetalWorks Direct,PO-87664,2023-12-18,2023-12-16,0,True,MAT-916,Lubricants,5577,42.11,234847.47,4.2
DEL00011,S006,TechMaterials Group,PO-96333,2023-12-18,2023-12-18,0,True,MAT-663,Aluminum Stock,2983,32.39,96619.37,3.5
DEL00127,S002,FastParts Supply,PO-61110,2023-12-19,2023-12-19,0,True,MAT-201,Tooling,5343,7.55,40339.65,4.9
DEL00162,S010,ComponentPro Solutions,PO-87045,2023-12-19,2023-12-19,0,True,MAT-297,Electronic Components,1869,5.58,10429.02,4.5
DEL00084,S009,MetalWorks Direct,PO-56798,2023-12-23,2023-12-23,0,True,MAT-793,Lubricants,2698,9.15,24686.7,4.8
DEL00217,S004,GlobalComponents Ltd,PO-48554,2023-12-23,2023-12-22,0,True,MAT-227,Electronic Components,8859,37.2,329554.8,3.7
DEL00122,S004,GlobalComponents Ltd,PO-12486,2023-12-23,2023-12-22,0,True,MAT-381,Electronic Components,3471,12.64,43873.44,4.5
DEL00071,S005,QualityAlloys Inc,PO-13514,2023-12-24,2023-12-23,0,True,MAT-314,Tooling,7982,32.61,260293.02,4.5
DEL00222,S001,SteelCorp Industries,PO-99123,2023-12-25,2023-12-24,0,True,MAT-785,Bearings,1135,11.42,12961.7,4.8
DEL00231,S001,SteelCorp Industries,PO-50481,2023-12-26,2023-12-24,0,True,MAT-342,Bearings,7120,37.98,270417.6,4.5
DEL00038,S009,MetalWorks Direct,PO-62108,2023-12-27,2023-12-27,0,True,MAT-803,Lubricants,3576,35.81,128056.56,4.7
DEL00215,S005,QualityAlloys Inc,PO-52875,2023-12-27,2023-12-26,0,True,MAT-786,Tooling,7706,24.5,188797.0,3.7
DEL00203,S001,SteelCorp Industries,PO-61262,2023-12-27,2023-12-28,1,False,MAT-260,Bearings,1914,6.89,13187.46,4.2
DEL00144,S008,IndustrialSource LLC,PO-46848,2023-12-28,2023-12-26,0,True,MAT-796,Raw Steel,5962,9.98,59500.76,4.7
DEL00140,S010,ComponentPro Solutions,PO-11255,2023-12-31,2023-12-29,0,True,MAT-788,Electronic Components,2943,20.95,61655.85,4.9
DEL00267,S003,PrecisionMetal Co,PO-52229,2023-12-31,2024-01-14,14,False,MAT-117,Lubricants,6001,43.74,262483.74,4.7
